latitude,longitude,mag
31.65650967,-104.3002824,3.2
36.8198333,-112.9991667,2.63
31.61739432,-104.0126838,2.7
32.2869873,-101.7752001,3.2
31.7507299,-104.5997817,2.6
38.162,-117.8369,3.0
31.75364197,-104.5804176,2.6
43.6819,-105.3755,3.2
38.1694,-117.8237,2.5
40.2916667,-124.5601667,2.51
31.3965,-115.3674,3.1
38.1096667,-118.9556667,2.68
38.7745,-122.728,2.67
35.8995,-120.441,3.29
40.4771667,-124.3223333,2.88
